code,prov,area_ha,sp,elev_mean,elev_min,elev_max,elevF,perim,lat,long,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,sp_abrev,especie
JA048002,J,738.771092,PINUS HALEPENSIS,1258.86,988,1639,2medium,15637.14,38.12203,-2.87899,1,0,1,NA,NA,3,1,1,0,0,0,2,1,0,2,1,1,0,0,0,0,1,2,2,1,1,1,phale,P. halepensis
JA048003,J,469.13503710000003,PINUS NIGRA SSP SALZM.,1498.83,1101,1796,2medium,11622.86,38.11214,-2.85119,2,1,3,NA,NA,2,2,1,1,1,1,0,1,1,2,1,2,1,1,1,0,1,1,3,1,0,2,pnig_sal,P. nigra
JA050001,J,54.1413062,PINUS HALEPENSIS,690.16,596,757,1low,5307.6,37.78059,-3.83341,NA,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
JA050002,J,232.9380017,PINUS HALEPENSIS,846.87,589,1160,1low,27541.8,37.76733,-3.82147,NA,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,phale,P. halepensis
JA050003,J,615.4773844,PINUS HALEPENSIS,739.99,492,1002,1low,15349.04,37.73381,-3.73113,NA,3,1,4,5,4,0,1,0,1,3,0,0,0,1,1,2,1,2,1,1,0,1,1,1,2,2,phale,P. halepensis
JA050004,J,134.2352733,PINUS HALEPENSIS,1117.98,864,1482,1low,15556.97,37.74441,-3.83634,NA,4,0,1,1,3,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,phale,P. halepensis
JA050005,J,25.440890900000003,PINUS HALEPENSIS,945.96,720,1113,1low,2648.54,37.73525,-3.82066,NA,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,phale,P. halepensis
JA050006,J,35.840302,PINUS HALEPENSIS,932.16,791,1079,1low,2743.91,37.73054,-3.81474,NA,0,0,NA,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
JA050007,J,43.8826587,PINUS HALEPENSIS,703.67,615,776,1low,4790.96,37.72859,-3.80238,NA,0,0,0,1,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
JA050008,J,195.77496499999998,PINUS HALEPENSIS,1162.11,846,1479,1low,9007.29,37.67605,-3.69602,NA,0,1,0,1,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,phale,P. halepensis
JA050009,J,319.2494555,PINUS HALEPENSIS,1039.61,696,1441,1low,14949.77,37.66573,-3.71662,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,0,1,1,phale,P. halepensis
JA050010,J,74.8906781,PINUS HALEPENSIS,1461.21,1280,1647,2medium,4740.79,37.6711,-3.68864,NA,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
JA050011,J,398.0877512,PINUS HALEPENSIS,1098.54,700,1276,1low,13493.54,37.64987,-3.71735,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,1,1,phale,P. halepensis
JA050012,J,79.1927277,PINUS HALEPENSIS,1238.97,1020,1441,2medium,5650.85,37.66116,-3.70234,NA,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,0,1,1,phale,P. halepensis
JA050013,J,269.8474594,PINUS HALEPENSIS,921.44,618,1271,1low,9122.57,37.64641,-3.72953,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,0,1,1,phale,P. halepensis
JA050014,J,200.7056867,PINUS HALEPENSIS,1294.69,968,1587,2medium,6912.16,37.65031,-3.77166,NA,NA,0,0,NA,3,2,NA,0,2,1,1,0,0,0,0,0,0,0,NA,0,1,0,1,1,1,1,phale,P. halepensis
JA050015,J,468.3219239,PINUS HALEPENSIS,1016.94,620,1542,1low,10923.36,37.64219,-3.74633,NA,NA,0,0,NA,0,0,0,0,2,1,1,1,0,0,0,0,0,0,NA,0,0,0,1,0,0,1,phale,P. halepensis
JA050016,J,130.240693,PINUS HALEPENSIS,1480.37,1340,1613,2medium,5629.14,37.63843,-3.76788,NA,NA,0,0,NA,3,2,0,1,1,1,1,0,0,0,0,0,0,0,NA,0,0,1,1,1,1,2,phale,P. halepensis
JA051001,J,42.5168792,PINUS HALEPENSIS,916.7,791,1005,1low,3284.71,37.74846,-3.90392,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
JA051002,J,131.5247262,PINUS PINEA,1026.24,785,1232,1low,15616.51,37.73094,-3.914,NA,0,4,0,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ppinea,P. pinea
JA052001,J,106.4055414,PINUS HALEPENSIS,1413.32,973,1733,2medium,7128.22,37.81543,-3.48911,NA,NA,0,0,1,1,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,phale,P. halepensis
JA052002,J,53.3934764,PINUS HALEPENSIS,1115.44,1004,1315,1low,7388.86,37.82229,-3.49084,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,1,1,1,1,2,3,2,1,2,1,2,1,0,0,phale,P. halepensis
JA052003,J,24.1942286,PINUS HALEPENSIS,979.13,881,1135,1low,4553.53,37.82106,-3.47688,NA,NA,2,1,5,2,1,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
JA052004,J,9.2922082,PINUS HALEPENSIS,690.03,639,752,1low,1648.35,37.83867,-3.47605,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,1,2,1,1,0,2,1,0,0,2,1,2,3,0,0,phale,P. halepensis
JA052005,J,48.7848762,PINUS HALEPENSIS,919.78,778,1023,1low,7788.99,37.83336,-3.48347,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,2,0,1,0,1,2,1,1,0,2,2,2,0,0,phale,P. halepensis
JA053001,J,417.55060660000004,PINUS HALEPENSIS,573.19,490,684,0verylow,11041.45,37.80817,-3.28368,NA,4,4,0,1,2,0,3,0,1,2,3,1,0,1,3,0,2,2,1,3,0,1,2,2,2,1,phale,P. halepensis
JA053002,J,188.2280824,PINUS HALEPENSIS,594.07,503,693,0verylow,15086.59,37.81345,-3.3078,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,1,1,3,0,1,1,3,0,0,1,1,1,1,0,phale,P. halepensis
JA053003,J,106.26502620000001,PINUS HALEPENSIS,617.15,530,718,1low,6879.84,37.80536,-3.31391,NA,2,3,1,4,2,0,3,0,3,2,2,0,1,0,1,0,1,1,1,0,0,1,1,1,2,0,phale,P. halepensis
JA053004,J,151.9281458,PINUS HALEPENSIS,663.26,596,755,1low,5609.55,37.79784,-3.27415,NA,4,4,0,1,2,0,3,0,1,2,3,1,0,0,2,0,1,1,1,3,1,1,3,3,1,2,phale,P. halepensis
JA053005,J,138.12533259999998,PINUS HALEPENSIS,949.02,755,1183,1low,8026.55,37.7899,-3.34821,NA,NA,3,4,3,2,2,3,3,3,1,3,1,3,3,3,0,1,1,0,0,1,1,3,0,1,1,phale,P. halepensis
JA053006,J,725.2568378999999,PINUS HALEPENSIS,659.04,534,800,1low,15944.47,37.77686,-3.28626,NA,1,1,0,2,3,0,0,0,3,0,0,0,0,0,3,0,1,0,1,1,1,1,2,2,1,2,phale,P. halepensis
JA053008,J,832.5512886,PINUS HALEPENSIS,760.26,563,1056,1low,21601.77,37.76679,-3.30553,NA,1,1,1,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,phale,P. halepensis
JA053009,J,38.267606,PINUS HALEPENSIS,725.58,653,764,1low,3622.89,37.77222,-3.33506,NA,NA,2,1,3,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,phale,P. halepensis
JA053010,J,248.8238931,PINUS HALEPENSIS,970.86,724,1232,1low,7818.16,37.7673,-3.34401,NA,NA,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,phale,P. halepensis
JA053011,J,63.246714000000004,PINUS HALEPENSIS,760.11,589,895,1low,5484.1,37.76396,-3.31913,NA,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,phale,P. halepensis
JA053012,J,93.0667486,PINUS NIGRA SSP SALZM.,1285.89,1122,1504,2medium,6495.78,37.76599,-3.3617,NA,NA,1,3,2,5,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,pnig_sal,P. nigra
JA054001,J,57.3197347,PINUS HALEPENSIS,572.33,482,652,0verylow,4304.1,37.80503,-3.20605,NA,1,1,2,4,4,1,4,0,3,0,0,1,3,0,3,0,1,2,3,0,2,3,4,4,5,1,phale,P. halepensis
JA054002,J,145.6958082,PINUS HALEPENSIS,565.9,482,636,0verylow,8786.69,37.79414,-3.19711,NA,1,1,2,4,4,0,4,0,3,0,2,3,1,1,3,0,1,1,1,2,2,3,4,4,4,4,phale,P. halepensis
JA054003,J,65.20868660000001,PINUS HALEPENSIS,620.86,517,753,1low,7931.37,37.75762,-3.16436,NA,1,1,2,2,3,0,3,0,3,0,0,0,3,0,3,0,0,0,1,1,2,1,2,3,4,3,phale,P. halepensis
JA054004,J,49.8043567,PINUS HALEPENSIS,807.37,732,962,1low,5735.04,37.75227,-3.23101,NA,NA,1,1,2,3,0,0,0,2,NA,0,0,0,0,3,0,0,0,0,0,3,3,4,4,4,4,phale,P. halepensis
JA054005,J,63.8062893,PINUS HALEPENSIS,936.02,755,1055,1low,11273.91,37.74416,-3.19921,NA,2,3,1,1,1,0,2,0,0,1,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,2,phale,P. halepensis
JA054006,J,119.01555,PINUS HALEPENSIS,900.59,773,1109,1low,7865.54,37.74068,-3.21196,NA,2,3,1,1,1,0,3,0,1,1,0,2,1,1,3,0,0,0,0,2,3,2,3,3,3,2,phale,P. halepensis
JA054007,J,38.5455504,PINUS HALEPENSIS,657.32,547,736,1low,4175.51,37.75623,-3.16793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,1,1,3,4,4,4,4,4,phale,P. halepensis
JA058001,J,554.4708828,PINUS HALEPENSIS,1169.21,834,1494,1low,14171.78,37.76312,-3.59348,NA,0,0,0,NA,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,phale,P. halepensis
JA059001,J,201.9784823,PINUS PINEA,520.91,393,651,0verylow,6280.47,38.10563,-4.16327,NA,1,1,1,1,1,1,0,0,1,1,2,1,2,3,1,0,1,0,1,0,1,1,3,3,0,2,ppinea,P. pinea
JA059002,J,37.4946992,PINUS PINEA,524.36,453,606,0verylow,3213.42,38.16325,-4.14551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,3,1,0,0,1,0,0,1,2,5,0,0,0,ppinea,P. pinea
JA059003,J,172.0548708,PINUS PINEA,393.09,285,599,0verylow,7425.66,38.15367,-4.14272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,3,3,1,0,1,1,1,1,3,5,1,0,0,ppinea,P. pinea
JA059004,J,447.00802309999995,PINUS PINEA,476.08,247,668,0verylow,13465.43,38.13471,-4.14642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,4,2,0,0,1,0,0,1,4,5,1,0,0,ppinea,P. pinea
JA059005,J,183.1385213,PINUS PINEA,385.82,281,517,0verylow,6668.23,38.14719,-4.13479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,2,3,3,1,0,1,1,0,1,3,5,1,0,0,ppinea,P. pinea
JA059006,J,165.8028308,PINUS PINEA,344.21,231,517,0verylow,6127.27,38.14046,-4.12054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,4,3,1,0,1,1,0,0,3,5,1,0,0,ppinea,P. pinea
JA059007,J,160.5099982,PINUS PINEA,388.09,245,614,0verylow,5647.38,38.13716,-4.15396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,4,2,1,0,1,1,0,1,3,5,1,0,0,ppinea,P. pinea
JA059008,J,163.1821266,PINUS PINEA,638.04,513,672,1low,5120.17,38.11558,-4.11793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,2,3,1,0,0,1,1,0,0,2,4,1,0,0,ppinea,P. pinea
JA059009,J,141.8885096,PINUS PINEA,353.84,206,652,0verylow,5878.93,38.11595,-4.09518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,4,3,1,0,1,0,1,1,2,5,1,0,0,ppinea,P. pinea
JA060001,J,30.2010548,NA,1044.73,840,1179,1low,7086.76,37.72943,-3.91225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,1,0,0,0,0,0,0,0,0,3,0,0,NA,NA
JA060002,J,313.621004,NA,1065.69,782,1252,1low,16415.27,37.7221,-3.91968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,4,1,0,0,0,0,0,2,0,0,0,0,0,NA,NA
JA062001,J,290.9225534,PINUS PINEA,869.5,679,977,1low,13531.86,38.42836,-3.11339,NA,1,1,1,1,1,1,0,NA,2,2,1,1,1,3,2,3,0,1,1,2,2,1,5,2,1,1,ppinea,P. pinea
JA062002,J,74.28696459999999,PINUS PINASTER,944.43,827,1001,1low,5568.02,38.43657,-3.04705,NA,1,1,1,1,0,1,0,1,2,0,1,1,1,4,1,1,2,3,2,2,1,2,5,2,1,2,ppinas,P. pinaster
JA062003,J,327.432095,PINUS PINASTER,773.52,710,955,1low,11100.2,38.42592,-3.03111,NA,1,1,2,2,0,1,0,1,2,0,1,1,1,4,2,2,2,3,2,1,2,3,5,3,1,3,ppinas,P. pinaster
JA062004,J,233.83338679999997,PINUS PINASTER,780.42,705,933,1low,9655.1,38.42376,-3.04355,NA,1,1,1,3,0,0,0,1,2,1,1,2,1,3,1,1,2,3,2,2,2,3,5,2,1,3,ppinas,P. pinaster
JA062005,J,454.3683204,PINUS PINASTER,793.23,673,994,1low,10838.43,38.42002,-3.05603,NA,1,0,1,3,0,1,0,1,2,0,1,2,3,4,1,0,1,2,2,2,2,3,5,2,2,4,ppinas,P. pinaster
JA062006,J,306.4506285,PINUS PINASTER,815.14,680,976,1low,11681,38.41945,-3.06794,NA,1,0,1,3,0,1,0,2,3,0,1,2,2,0,1,0,0,1,1,2,2,3,5,1,1,3,ppinas,P. pinaster
JA062007,J,124.90460220000001,PINUS PINASTER,797.92,702,952,1low,9081.18,38.41782,-3.07396,NA,1,0,2,2,0,0,0,2,2,0,1,2,2,0,3,0,0,1,2,2,2,3,5,2,2,3,ppinas,P. pinaster
JA062008,J,114.66071229999999,NA,847.49,762,944,1low,8552.11,38.4226,-3.09375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,0,1,0,0,2,0,0,0,0,0,NA,NA
JA062009,J,105.0581325,PINUS PINEA,798.43,656,897,1low,5653.13,38.41534,-3.12596,NA,1,1,1,0,0,0,0,NA,NA,0,1,1,1,1,1,2,0,1,1,0,1,1,5,3,1,1,ppinea,P. pinea
JA062010,J,147.25142749999998,PINUS PINEA,823.66,683,908,1low,9824.53,38.4117,-3.10871,NA,1,1,0,1,1,1,0,NA,1,2,0,1,1,1,1,1,1,1,2,1,1,1,5,2,1,1,ppinea,P. pinea
JA062011,J,329.2054379,PINUS PINASTER,751.63,709,810,1low,14270.83,38.412350000000004,-3.0211,NA,1,1,2,3,0,1,0,1,2,2,1,1,1,1,3,0,1,3,2,2,1,3,5,3,1,4,ppinas,P. pinaster
JA062012,J,150.8554788,PINUS PINEA,788.68,714,855,1low,9279.62,38.41229,-3.09358,NA,2,0,1,2,0,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,ppinea,P. pinea
JA062013,J,86.3804858,PINUS PINASTER,720.13,671,772,1low,4406.11,38.40718,-3.04577,NA,1,0,1,1,0,1,0,1,2,0,1,1,2,0,1,0,1,2,1,1,1,3,5,2,1,2,ppinas,P. pinaster
JA062016,J,138.7026543,PINUS PINASTER,731.77,673,791,1low,9759.86,38.40027,-3.04014,NA,1,1,1,2,0,1,1,1,2,1,1,1,1,1,3,0,0,3,2,1,1,2,5,2,1,2,ppinas,P. pinaster
JA062017,J,51.0151465,PINUS PINASTER,698.51,661,747,1low,3929.19,38.40029,-3.06704,NA,1,0,2,2,0,0,0,2,0,0,1,1,1,0,1,0,0,1,1,1,1,1,5,1,0,1,ppinas,P. pinaster
JA062018,J,5.5507604,PINUS PINEA,692.83,657,734,1low,954.48,38.39734,-3.06881,NA,1,0,1,0,0,0,0,0,2,NA,0,1,1,0,0,0,1,1,0,0,0,1,3,1,0,1,ppinea,P. pinea
JA062019,J,2.5306234,PINUS PINEA,709.57,675,729,1low,647.09,38.39462,-3.07164,NA,1,0,1,0,0,0,0,0,3,NA,0,1,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,ppinea,P. pinea
JA062020,J,193.2919424,PINUS PINEA,742.41,577,797,1low,7345.72,38.37968,-3.14232,NA,2,0,2,3,0,1,1,1,2,NA,NA,1,0,2,3,0,0,1,1,1,2,3,5,2,1,1,ppinea,P. pinea
JA062021,J,95.2618812,PINUS PINEA,690.23,572,774,1low,5064.24,38.38046,-3.15619,NA,2,0,2,3,0,1,1,1,3,NA,NA,1,1,2,2,0,0,1,1,1,2,3,5,2,0,2,ppinea,P. pinea
JA062022,J,197.1872922,PINUS PINEA,683.36,548,795,1low,6253.61,38.3746,-3.1686,NA,1,0,2,2,0,1,1,2,3,0,1,1,1,2,0,0,0,0,1,1,1,3,5,2,1,2,ppinea,P. pinea
JA062023,J,260.9423766,PINUS PINEA,743.74,670,780,1low,10830.08,38.36606,-3.14991,NA,1,1,2,3,0,1,1,1,3,0,1,1,1,3,0,0,0,1,1,1,2,3,5,2,0,3,ppinea,P. pinea
JA062024,J,430.6785511,PINUS PINASTER,674.52,509,802,1low,11263.75,38.35938,-3.17679,NA,1,2,1,3,0,1,1,2,3,0,1,1,1,0,2,3,0,1,1,1,2,3,4,2,1,3,ppinas,P. pinaster
JA062025,J,238.24613169999998,PINUS PINASTER,657.58,509,789,1low,8030.98,38.35382,-3.19213,NA,1,1,2,3,0,1,1,2,2,0,1,1,3,1,2,3,0,1,1,1,3,4,4,2,1,3,ppinas,P. pinaster
JA062026,J,255.5465679,PINUS PINEA,759.7,658,827,1low,8276.78,38.3435,-3.17794,NA,1,0,1,1,0,1,1,1,2,0,1,1,1,1,2,2,0,1,1,1,1,2,4,1,1,1,ppinea,P. pinea
JA062027,J,12.1331037,PINUS PINEA,564.98,508,637,0verylow,1565.28,38.3796,-3.22396,NA,1,1,1,1,0,0,1,0,NA,1,0,0,1,0,1,1,0,1,1,1,1,2,2,1,1,1,ppinea,P. pinea
JA063001,J,419.71976509999996,PINUS PINASTER,626.58,520,770,1low,10253.25,38.34127,-3.37981,NA,2,0,1,2,0,0,0,1,2,0,0,1,2,2,1,3,0,1,1,2,4,4,4,2,0,3,ppinas,P. pinaster
JA063002,J,154.1686745,PINUS PINASTER,605.44,526,728,1low,8788.64,38.35129,-3.37963,NA,2,0,1,2,0,0,1,1,3,0,1,2,2,1,1,3,0,2,2,2,3,4,4,2,0,2,ppinas,P. pinaster
JA063004,J,54.6896524,PINUS PINASTER,563.87,532,639,0verylow,3402.26,38.33498,-3.36623,NA,1,1,1,2,0,0,1,1,3,0,1,2,1,2,1,3,0,1,1,2,4,5,5,2,0,3,ppinas,P. pinaster
JA064001,J,551.0945789,PINUS HALEPENSIS,1248.61,1017,1685,2medium,26499.25,37.54719,-3.60459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,phale,P. halepensis
JA064002,J,64.588258,PINUS HALEPENSIS,1341.39,1304,1366,2medium,4480.66,37.55707,-3.58659,NA,1,1,0,NA,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,phale,P. halepensis
JA064003,J,52.0027647,PINUS HALEPENSIS,1272.38,1217,1342,2medium,3205.05,37.5523,-3.59937,NA,1,1,0,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
JA064004,J,203.4650554,PINUS HALEPENSIS,1343.56,1080,1652,2medium,8483.64,37.52987,-3.6961,NA,1,1,0,NA,2,0,0,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,phale,P. halepensis
JA064005,J,212.02861800000002,PINUS NIGRA SSP SALZM.,1354.47,1006,1548,2medium,8551.36,37.50146,-3.7334,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,0,3,2,2,2,2,2,2,3,4,3,2,0,2,pnig_sal,P. nigra
JA064007,J,266.4613276,PINUS NIGRA SSP SALZM.,1306.84,1109,1423,2medium,13044.76,37.52209,-3.71418,NA,3,4,0,NA,4,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,pnig_sal,P. nigra
JA064008,J,199.4489905,PINUS NIGRA SSP SALZM.,1421.92,1234,1650,2medium,6903.82,37.51905,-3.73212,NA,4,4,1,NA,4,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,pnig_sal,P. nigra
JA064009,J,239.7202844,PINUS NIGRA SSP SALZM.,1341.43,1031,1653,2medium,7220.4,37.50786,-3.74411,NA,4,4,1,NA,4,1,1,2,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,pnig_sal,P. nigra
JA065001,J,51.162162800000004,PINUS PINEA,791.33,764,841,1low,3299.94,38.47574,-2.79353,NA,2,0,1,1,2,0,0,0,NA,1,1,1,4,0,0,1,2,3,0,1,1,2,4,2,2,2,ppinea,P. pinea
JA065002,J,81.1772664,PINUS PINEA,779.72,677,832,1low,3910.03,38.47443,-2.80336,NA,1,0,0,1,1,0,0,0,1,1,1,1,4,0,0,1,2,3,0,1,2,1,4,1,1,1,ppinea,P. pinea
JA065003,J,228.12644709999998,PINUS PINEA,768.45,691,832,1low,7289.21,38.4678,-2.81041,NA,1,0,1,2,3,0,0,1,1,0,1,1,3,0,0,1,1,1,1,1,2,1,3,2,2,1,ppinea,P. pinea
JA065004,J,158.0897996,PINUS PINASTER,764.25,730,827,1low,6842.08,38.4621,-2.80268,NA,1,0,2,2,3,0,0,0,1,0,0,1,2,0,0,1,1,1,0,0,1,2,2,2,2,1,ppinas,P. pinaster
JA065005,J,137.1780993,PINUS HALEPENSIS,743.95,593,831,1low,7362.06,38.46098,-2.8633,NA,0,0,1,1,3,2,1,0,1,1,0,0,0,0,0,0,2,2,0,0,1,1,3,1,1,2,phale,P. halepensis
JA065006,J,61.6086309,PINUS PINEA,797.82,729,824,1low,3774.27,38.4507,-2.85822,NA,0,1,2,2,3,2,1,0,0,1,0,0,3,0,0,1,2,1,0,1,1,1,5,1,1,2,ppinea,P. pinea
JA065007,J,140.6549537,PINUS PINEA,716.68,598,822,1low,6858.13,38.45198,-2.86987,NA,0,1,0,2,3,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,3,2,2,1,ppinea,P. pinea
JA065008,J,114.37814080000001,PINUS PINEA,721.66,590,825,1low,6813.87,38.44497,-2.87204,NA,0,1,0,2,2,3,3,0,1,0,0,0,3,0,0,1,2,3,0,0,2,1,3,2,2,2,ppinea,P. pinea
JA065009,J,362.5484681,PINUS PINEA,721.27,594,847,1low,10278.27,38.4306,-2.87288,NA,0,2,0,0,0,3,3,0,0,1,1,1,4,0,0,1,2,3,0,0,2,1,5,2,2,1,ppinea,P. pinea
JA065010,J,51.6109742,PINUS PINASTER,731.2,608,835,1low,3657.22,38.44051,-2.87425,NA,1,3,1,1,1,3,3,0,1,2,1,1,2,0,0,1,2,3,0,0,2,2,3,2,2,1,ppinas,P. pinaster
JA065011,J,283.6646552,PINUS PINASTER,1072.38,838,1403,1low,10744.68,38.33124,-2.63374,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
JA065012,J,186.6619586,PINUS PINASTER,1073.63,832,1366,1low,11983.85,38.33217,-2.65036,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
JA065013,J,185.3354715,PINUS PINASTER,1033.01,874,1223,1low,8232.17,38.32652,-2.61702,NA,NA,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
JA065014,J,130.5982032,PINUS HALEPENSIS,947.06,783,1191,1low,7019.57,38.32501,-2.64618,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
JA065015,J,17.7525919,PINUS PINASTER,902.29,788,965,1low,3078.01,38.3237,-2.71784,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
JA065016,J,103.4194143,PINUS PINASTER,1106.62,970,1246,1low,8484.34,38.31844,-2.73687,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
JA065017,J,109.7776814,PINUS PINASTER,973.88,847,1132,1low,4514.11,38.31786,-2.62863,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
JA065018,J,173.5623026,PINUS PINASTER,906.38,769,1133,1low,7315.09,38.3161,-2.64724,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
JA065019,J,78.9947665,PINUS PINASTER,1005.98,856,1243,1low,9363.67,38.31573,-2.73636,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
JA065020,J,46.306586700000004,PINUS PINASTER,1120.44,934,1323,1low,3529.88,38.31813,-2.61045,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
JA065022,J,42.865037099999995,PINUS NIGRA SSP SALZM.,1428.85,1304,1639,2medium,3536.01,38.3132,-2.58521,NA,NA,0,1,NA,3,4,0,0,3,4,3,0,1,2,3,3,1,1,1,0,1,2,4,3,2,2,pnig_sal,P. nigra
JA065023,J,169.4110472,PINUS PINASTER,1122.49,914,1381,1low,5852.26,38.31207,-2.61441,NA,NA,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
JA065024,J,142.1106332,PINUS PINASTER,1063.44,893,1243,1low,9727.87,38.30735,-2.74585,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ppinas,P. pinaster
